order_id,order_date,order_customer,item_category,item_vendor,order_item,order_price,order_qty,delivery_date,delivery_address
PO-1075,2021-08-19,Zachary Graves,嵌入式模組,Thales,ELS61,238.35000000000002,2521,2022-01-17,"PSC 4378, Box 2542
APO AP 52911"
PO-1076,2022-02-09,Steven Nixon,嵌入式模組,Summit Wireless,LG Innotek (LGIT) WiSA Wireless Audio Tx Dongle,19.95,1647,2022-02-25,"72051 Lucas Cove
Brianfort, SC 29121"
PO-1077,2021-07-11,Jerry Potter,嵌入式模組,Silicon Labs,Series 2 Proprietary Wireless 2.4 GHz SoC,300.3,2050,2022-04-25,"62045 Stephen Court Apt. 895
South Erikafort, CO 44937"
PO-1078,2022-03-12,Elizabeth Holmes,積體電路-IC,Skyworks,Si5391,250.95000000000002,2926,2022-03-25,"90708 Jennifer Streets Apt. 140
South Lindseyhaven, MT 72306"
PO-1079,2022-01-17,Cody Anderson,類比-IC,Monolithic Power Systems,MPQ4214,170.1,2244,2022-05-03,"PSC 2792, Box 3612
APO AA 29667"
PO-1080,2022-04-05,Linda Davidson,光電產品,ams OSRAM,SFH 4725AS A01,76.65,1396,2022-06-11,"6861 Brittany Forest
Lake Jose, TN 03744"
PO-1081,2021-12-26,Christopher Stevens,類比-IC,Silicon Labs,MCU+BLE,110.25,2648,2022-04-21,"983 Miller Common Apt. 251
Rachelville, KS 90349"
PO-1082,2021-10-13,Michelle Pierce,嵌入式模組,Summit Wireless,Summit SWS997SD Rx Module,308.7,1425,2021-10-24,"4277 Shannon Squares Apt. 219
North Evan, LA 86943"
PO-1083,2021-07-23,Paul Harrison,離散式元件,Littelfuse,LSIC1MO120E0080,201.60000000000002,1609,2021-08-06,"206 Kimberly Flat
Youngborough, NC 09589"
PO-1084,2021-09-26,David Molina,微型組件,STMicroelectronics,STM32F439II,159.6,2203,2022-02-25,"66950 Brandy Common Suite 123
New Davidside, MT 16023"
PO-1085,2021-11-19,Janet Rodriguez,類比-IC,ROHM,BD70522GUL,123.9,1869,2022-02-09,"8634 Jennifer Keys
Martinburgh, DE 17204"
PO-1086,2021-04-16,Alexis Rogers,微型組件,FocalTech,"FT9371, FT9362",164.85,2534,2022-06-24,"USS Banks
FPO AA 06183"
PO-1087,2021-08-06,Lisa Taylor,類比-IC,Silicon Labs,MCU+BLE,110.25,1149,2022-02-06,"97553 Marshall Villages Apt. 489
Brendaton, MN 21598"
PO-1088,2021-09-26,Sarah Taylor,非光學傳感器,STMicroelectronics,LIS2DS12,229.95000000000002,2466,2022-05-08,"23187 Anthony Mall Suite 236
Sanfordland, MS 74590"
PO-1089,2022-05-15,Diana Davis,電池,GP,CR123A,238.35000000000002,2091,2022-06-24,"0726 Brown Circles Apt. 463
South Stacychester, IL 25538"
PO-1090,2021-12-10,Thomas Burns,類比-IC,Marvell,88E2010,18.900000000000002,1639,2022-04-19,"49933 Kennedy Dam Suite 955
Donnachester, MI 00751"
PO-1091,2021-08-13,Heather Smith,非光學傳感器,Sony Semiconductor,CXD5603GF,192.15,1234,2022-04-04,"Unit 3450 Box 8797
DPO AP 99421"
PO-1092,2022-04-22,Lisa Munoz,嵌入式模組,Silicon Labs,BGX13S22GA,150.15,1462,2022-06-17,"28062 Lynch Fort
West Bridgetmouth, HI 94352"
PO-1093,2021-05-04,Robert Butler,嵌入式模組,ROHM,BSMXXXX series,264.6,2964,2022-01-27,"33124 Rachel Estate Apt. 224
Sanchezhaven, VT 68357"
PO-1094,2021-10-19,Samuel Watkins,光電產品,ROHM,BH1790GLC,302.40000000000003,2091,2021-12-19,"3019 Young Ridge
North Justin, WI 67142"
PO-1095,2021-12-19,Carol Watkins,積體電路-IC,Boréas Technologies,BOS1901,249.9,1703,2022-05-14,"871 Welch Fall
Lindseyport, GA 95629"
PO-1096,2021-08-01,Charles Pratt,光電產品,ams OSRAM,TCS3430,100.80000000000001,2993,2021-10-05,"601 William Estate
New Adamfurt, NC 87240"
PO-1097,2021-11-22,Vanessa Burnett,嵌入式模組,USI,WM-BN-BM26_A,18.900000000000002,2131,2022-02-08,"1850 Kyle Grove Apt. 430
Kathrynberg, MN 60577"
PO-1098,2021-09-24,Thomas Brown,非光學傳感器,Renesas,ZMOD4410,157.5,1923,2022-03-30,"891 Lauren Spur
East David, TN 00787"
PO-1099,2021-11-03,Kenneth Mccann,積體電路-IC,Terminus,FE2.1,179.55,1285,2022-04-13,"822 Knight Wells
Port Richard, MT 07457"
PO-1100,2021-11-28,Derek Rogers,電池,GP,Mini-Lithium Series,236.25,2351,2022-03-31,"Unit 3376 Box 4776
DPO AP 29520"
PO-1101,2021-08-20,Kelly Curtis,嵌入式模組,BARAJA,G6_Sensor Pamphlet,60.900000000000006,2705,2022-01-07,"670 Barton Springs
East Raymond, MT 39933"
PO-1102,2021-05-13,Colleen Espinoza,測試及測量,Rohde & Schwarz,R&S®NRP2 Power Meter,195.3,2639,2021-10-20,"8399 Connor Manor Suite 072
Russellstad, CA 09780"
PO-1103,2021-04-04,Sherry Levine,嵌入式模組,Summit Wireless,LG Innotek (LGIT) WiSA Wireless Audio Tx Dongle,19.95,2905,2022-02-27,"Unit 7964 Box 4771
DPO AE 37900"
PO-1104,2022-03-28,Bonnie Ellis,類比-IC,Luxtera,LUX42604 QSFP,51.45,2940,2022-04-10,"2211 Hayes Inlet Apt. 908
South Joyfort, MD 32454"
PO-1105,2021-05-10,Gloria Morse,微型組件,Synaptics,CX20921,36.75,2674,2022-01-15,"0117 Todd Street
Ellenchester, CO 82707"
PO-1106,2021-07-17,Steven Combs,嵌入式模組,Thales,ELS31,180.6,2321,2021-08-20,"85266 Allison Freeway Apt. 497
Port Gary, MO 73149"
PO-1107,2022-05-29,Daniel Bryant,微型組件,Marvell,"SATA, SAS, and PCIe expertise enable complete solutions for Enterprise, Datacenter, and Client SSD markets.",265.65000000000003,2314,2022-06-24,"1785 Timothy Fork Apt. 878
Phillipmouth, FL 74345"
PO-1108,2022-03-25,Patrick Mccall,類比-IC,Power Integrations,INN3977CQ/INN3996CQ/INN3947CQ/INN3949CQ,189.0,1683,2022-04-18,"63144 Price Ranch Suite 911
Raymondtown, WA 61932"
PO-1109,2021-09-18,Jo Matthews,光電產品,ams OSRAM,TMD3702VC,128.1,1069,2022-01-10,"94221 Williams Causeway
Lake Patricia, MO 71511"
PO-1110,2021-07-18,Brian Bailey,微型組件,STMicroelectronics,STM32L476JG,221.55,1743,2021-10-14,"Unit 5489 Box 0776
DPO AA 66748"
PO-1111,2022-02-07,Jose Ruiz,類比-IC,Monolithic Power Systems,MP3416,42.0,1863,2022-06-28,"03316 Mitchell Place
New Vanessa, IA 46924"
PO-1112,2021-04-13,Teresa Brown,光電產品,ams OSRAM,SFH 4725AS A01,76.65,2360,2021-08-23,"74998 Garcia Trafficway Apt. 998
West Rachelview, CT 30301"
PO-1113,2021-07-14,William Clark,類比-IC,ROHM,BU18TD3WG,123.9,2638,2021-11-13,"USS Torres
FPO AP 52189"
PO-1114,2021-07-25,Jon Bray,類比-IC,Torex Semiconductor,XC9143 / XC9144,78.75,1328,2022-03-19,"647 Julie Mission Apt. 533
Jasonburgh, OK 36738"
PO-1115,2021-10-11,Aaron Gray,類比-IC,Canyon Semiconductor,CY2332 / CY6572,10.5,2193,2022-01-17,"USNV Frank
FPO AA 04031"
PO-1116,2022-03-24,Todd Lewis,嵌入式模組,USI,WM-BN-BM26_A,18.900000000000002,1668,2022-04-05,"54571 Gray Corners
South Linda, OH 67943"
PO-1117,2021-11-20,Steven Hall,離散式元件,ROHM,"SCTXXXX series, SCHXXXX series",238.35000000000002,1533,2021-12-19,"5328 Katherine Extensions Apt. 282
Williamsstad, IL 04982"
PO-1118,2021-04-03,Christine Lane,離散式元件,STMicroelectronics,ST25DV02K-W1,71.4,1950,2021-08-07,"07806 Katherine Cliff
Wilsonstad, NM 72824"
PO-1119,2022-03-01,Charles Bradford,非光學傳感器,Superior Sensor Technology,HV Series,65.10000000000001,2387,2022-06-20,"1228 Peter Crescent
Romeroton, DE 41523"
PO-1120,2021-07-16,Spencer Miller,離散式元件,Orientalsemi,OSG65R099JF,286.65000000000003,2491,2021-12-11,"500 Hendricks Common
Lake Melanie, WI 96221"
PO-1121,2022-04-07,Sarah Baldwin,記憶體,GigaDevice,GD5Fxx,141.75,2208,2022-04-08,"850 Pierce Course
North Tonya, NV 16287"
PO-1122,2022-03-22,Teresa Gray,類比-IC,STMicroelectronics,LD39130S,288.75,1623,2022-03-23,"5442 Stacey Hills
South Daniel, DC 00858"
PO-1123,2021-05-09,Aaron Henderson,微型組件,Sony Semiconductor,CXD3781,59.85,2865,2022-05-23,"03687 Courtney Parks
East Angela, IA 84827"
PO-1124,2021-04-17,Krystal Huynh,類比-IC,Injoinic,IP6505,282.45,1518,2021-05-04,"87327 Kevin Islands Suite 323
Port Michellefort, MS 08051"
PO-1125,2021-09-27,Rebecca Brewer,離散式元件,UnitedSiC,UJ3D,250.95000000000002,2408,2021-12-06,"23384 Black Stravenue
Veronicaton, MA 10683"
PO-1126,2021-07-26,Claire Ortega,積體電路-IC,Lattice,可實現硬體信任根的安全FPGA,196.35,2204,2021-12-29,"8582 Kimberly Mall
Kylechester, OR 02328"
PO-1127,2022-03-11,Randy Fox,記憶體,GigaDevice,GD5Fxx,141.75,1008,2022-06-19,"189 Joshua Lodge Suite 686
West Cindy, OR 27740"
PO-1128,2021-05-21,Heather Marquez,離散式元件,Littelfuse,437A Series,47.25,1470,2021-08-21,"2414 Samantha Route Suite 348
East Bettyport, SC 88115"
PO-1129,2022-02-16,Dr. Bradley Harvey PhD,類比-IC,Luxtera,LUX42604 QSFP,51.45,2435,2022-03-15,"9224 Perkins Port
New Sean, TX 96607"
PO-1130,2022-01-12,Gabriel Fletcher,非光學傳感器,TDK InvenSense,IAM-20680HP,253.05,1278,2022-05-29,"620 Julie Trafficway Apt. 278
Port Kennethside, PA 68049"
PO-1131,2021-11-08,Bianca Wong,嵌入式模組,Summit Wireless,LG Innotek (LGIT) WiSA Wireless Audio Tx Dongle,19.95,1863,2022-05-08,"8368 Jeffrey Neck
East David, MA 25789"
PO-1132,2022-05-01,Julie Lee,類比-IC,Monolithic Power Systems,MP2330C,157.5,2172,2022-06-02,"40641 Knight Ways Suite 629
Phillipsberg, HI 97856"
PO-1133,2022-02-16,Paul Fischer,類比-IC,STMicroelectronics,ST25DV04K,135.45000000000002,2455,2022-06-22,"9116 Rivera Locks Suite 699
North Scottbury, MS 19487"
PO-1134,2021-08-22,Nicholas Perez,嵌入式模組,Silicon Labs,RS9116N-SB00-B00,232.05,2093,2022-02-19,"2552 Melissa Circle Suite 661
Jessicaview, SD 63104"
PO-1135,2021-07-15,Jordan Rios,積體電路-IC,Lattice,ECP3,93.45,2436,2021-12-05,"1702 Hammond Cove Suite 254
Nicolestad, MO 77232"
PO-1136,2022-05-29,Katherine Schneider,類比-IC,Celeno,CL8046,74.55,1272,2022-06-03,"76822 Ronald Mountain
North Alan, NH 62665"
PO-1137,2022-03-01,Justin Anthony DDS,非光學傳感器,ams OSRAM,AS7026,102.9,1003,2022-03-13,"0392 Norton Fall
New Timothy, IL 34182"
PO-1138,2021-09-15,Kathleen Williams,積體電路-IC,Lattice,ECP2/M,196.35,2736,2021-12-01,"7696 Davila Rapids Apt. 395
South Justin, WA 09172"
PO-1139,2022-01-19,Krista Houston,光電產品,ams OSRAM,TSL2540,220.5,1671,2022-02-19,"24036 Rebecca Harbors Suite 594
Rileychester, KS 22130"
PO-1140,2021-04-29,Linda Pineda,離散式元件,Orientalsemi,OSG65R099JF,286.65000000000003,1999,2022-01-28,"9416 Wendy Mission
Jeffreytown, DC 99438"
PO-1141,2021-10-08,Jared Smith,光電產品,ams OSRAM,TMD3702VC,128.1,2103,2022-04-25,"83524 Combs Fields
Port Lisaland, MD 72439"
PO-1142,2021-08-04,Melissa Gonzalez,光電產品,LUXSHARE ICT,"SFP,QSFP,OSFP",236.25,1447,2021-11-19,"064 Margaret Rue
Lisastad, WA 75146"
PO-1143,2022-05-16,Russell Marshall,非光學傳感器,TDK InvenSense,IAM-20680,207.9,1805,2022-06-20,"434 Kimberly Court Suite 111
Adamborough, TX 50893"
PO-1144,2021-04-23,David Stanton,連接器,Credo,Bald Eagle Retimer,163.8,1030,2021-10-17,"21860 Daniel Ranch Suite 027
Jerryton, WV 36865"
PO-1145,2021-11-11,Evan Garrett,離散式元件,ROHM,CDZCV6.8B,165.9,2136,2022-03-30,"549 Andrew Curve Suite 912
West Charlesville, HI 12667"
PO-1146,2021-07-11,Brian Johnson,非光學傳感器,ams OSRAM,TMD2635,306.6,2172,2022-03-10,"8471 Caitlin Ranch
New Adrianview, VT 48424"
PO-1147,2021-04-11,Michelle Booker,非光學傳感器,STMicroelectronics,LSM303AH,151.20000000000002,1558,2022-03-26,"Unit 4575 Box 9186
DPO AA 13425"
PO-1148,2021-05-18,Michael Miller,電池,GP,Mini-Lithium Series,236.25,2036,2021-12-27,"38069 Samuel Fork Suite 214
East Jeffreyland, OH 31427"
PO-1149,2021-08-18,Philip Perez,離散式元件,STMicroelectronics,ST25DV02K-W1,71.4,2629,2021-08-28,"USCGC Martin
FPO AP 79626"
PO-1150,2021-08-31,Shelby Torres,嵌入式模組,Silicon Labs,Series 2 Proprietary Wireless 2.4 GHz SoC,300.3,2269,2022-05-05,"3961 Carolyn Crescent
Lake Gina, CA 75330"
PO-1151,2021-09-22,Debra Bowman,類比-IC,Monolithic Power Systems,MP26085,66.15,1420,2022-04-27,"92956 Aaron Locks Suite 593
Wilkinsside, PA 69404"
PO-1152,2021-09-25,Teresa Wilcox,類比-IC,AXElite,AX3701,310.8,2592,2021-09-29,"5411 Carol Centers
Jonesville, KY 60147"
PO-1153,2021-06-10,Natalie Brown,非光學傳感器,STMicroelectronics,LIS2DH12,305.55,1991,2021-08-10,"6864 Krueger Ports Suite 590
North Marioview, CO 80423"
PO-1154,2022-02-11,Jennifer Maxwell,積體電路-IC,MegaChips,STDP26xx,246.75,1334,2022-02-26,"8760 James Keys
Port Stevenshire, AK 10313"
PO-1155,2021-08-21,Dennis Byrd,離散式元件,Orientalsemi,OSG65R099JF,286.65000000000003,1706,2021-10-23,"8587 Baker Ways Suite 925
Geraldberg, UT 90238"
PO-1156,2021-05-28,Karen Gonzalez,微型組件,STMicroelectronics,STM32F446ZC,255.15,2128,2022-05-28,"08324 Elizabeth Extension Apt. 732
Lake Scottton, NJ 02074"
PO-1157,2021-07-17,Andrew Nelson,微型組件,Synaptics,"CX22721, CX20921, CX20924",119.7,2817,2021-12-14,"1868 Brian Circle
Tiffanyshire, DC 86890"
PO-1158,2021-12-01,Mrs. Laura Williamson MD,非光學傳感器,STMicroelectronics,LSM303AH,151.20000000000002,1121,2022-06-01,"273 Miller Spring
South Susan, KY 74869"
PO-1159,2021-05-16,Cathy Blackwell,嵌入式模組,Silicon Labs,BGX13S22GA,150.15,1603,2021-05-22,"PSC 1223, Box 9762
APO AP 85020"
PO-1160,2021-05-27,Emily Gallegos,光電產品,Sony Semiconductor,ISX019,63.0,2869,2021-07-04,"4788 Bethany Haven
West Sabrina, NJ 52941"
PO-1161,2022-02-08,Russell Burns,嵌入式模組,Summit Wireless,Summit SWM908SD TX Module,84.0,2533,2022-06-07,"33591 Martin Garden
South Scott, VA 19128"
PO-1162,2021-09-28,Gregory Montoya,軟體類,Cyberlink,000,52.5,2028,2022-03-16,"781 Garcia Manor
East Sarah, HI 03553"
PO-1163,2021-12-08,Christine Hicks,光電產品,Prophesee,PPS3MVCD,290.85,2206,2022-05-26,"50239 Laura Ridge
Nunezborough, OK 89863"
PO-1164,2021-06-06,Carol Smith,非光學傳感器,STMicroelectronics,LIS2DS12,229.95000000000002,2194,2021-12-31,"9041 Jennifer Rapids Apt. 436
Riverstown, TX 45383"
PO-1165,2022-05-31,Jerry Wall,類比-IC,Monolithic Power Systems,MP8110,252.0,2768,2022-06-14,"98933 Frank Oval
South Elizabethport, MS 12265"
PO-1166,2021-05-29,Christina Ward,積體電路-IC,Skyworks,Si5391,250.95000000000002,1792,2021-08-03,"9699 Kelly Canyon Suite 505
Rebeccaborough, NE 37779"
PO-1167,2021-05-26,Nichole Anderson,離散式元件,Littelfuse,AXGD Series,213.15,2333,2021-11-10,"2902 Martinez Landing
Lake Bethanyport, NM 11202"
PO-1168,2022-02-02,Michael Flores,測試及測量,Rohde & Schwarz,RTO2000,249.9,1163,2022-06-13,"1748 Mullen Circle Suite 473
Greenville, IA 38694"
PO-1169,2021-08-14,Eric Evans,光電產品,Sony Semiconductor,IMX490,71.4,2913,2022-03-25,"9168 Ponce Spurs
South Jesse, NJ 59382"
PO-1170,2021-10-10,Pamela Mitchell,積體電路-IC,MegaChips,STDP26xx,246.75,1716,2022-02-01,"72850 Keller Bridge
South Larry, CO 94930"
PO-1171,2021-08-07,Dale Smith,光電產品,ams OSRAM,TMD3702VC,128.1,2070,2021-11-08,"PSC 6091, Box 4992
APO AP 21876"
PO-1172,2021-10-06,Sarah Wolfe,微型組件,STMicroelectronics,STM32F439II,159.6,2935,2022-02-26,"238 Ellis Wall Apt. 574
Smithville, WY 83862"
PO-1173,2021-12-17,Marc Yoder,軟體類,Cyberlink,000,52.5,1662,2022-06-06,"074 Elizabeth Turnpike
Krystalview, CA 03872"
PO-1174,2022-02-21,Paula Ingram,非光學傳感器,Sentons,SNT8XXX,106.05000000000001,1613,2022-06-12,"67576 Bradley Shoals Apt. 034
West Steven, NH 13340"
PO-1175,2022-04-06,Jeanne Jimenez,類比-IC,STMicroelectronics,LD39130S,288.75,2705,2022-05-26,"329 Cooper Creek Apt. 108
New Ashleymouth, OR 69615"
PO-1176,2022-03-04,Kim Henderson,類比-IC,Marvell,Prestera 98CX8129,19.95,2444,2022-04-25,"54227 Robert Road Suite 647
Pollardtown, IN 93680"
PO-1177,2021-10-03,Jacqueline Garcia,機電產品,TDK InvenSense,ICS-40212,79.8,1821,2022-05-30,"0517 Daniel Dale Suite 425
Lunaside, WI 46757"
PO-1178,2022-01-15,Kim Ware,機電產品,TDK InvenSense,ICS-40212,79.8,1523,2022-03-19,"Unit 1038 Box 6411
DPO AP 12509"
PO-1179,2021-10-19,Curtis Webb,機電產品,TDK InvenSense,ICS-40212,79.8,2276,2022-06-12,"89148 Jones Stream Suite 170
Victoriatown, PA 36163"
PO-1180,2021-05-12,Linda Schmidt,軟體類,Cyberlink,000,52.5,1485,2021-12-21,"1459 Hardy Cliffs
Crystalmouth, TN 16348"
PO-1181,2021-04-13,Bryan Smith,類比-IC,Littelfuse,HE3300,282.45,2060,2021-04-20,"2063 Candace Groves
Martinfort, ME 57974"
PO-1182,2021-09-25,Brandon Young,類比-IC,AXElite,AX3112,283.5,2522,2022-03-31,"54519 Hayes Vista Suite 968
South Pamelabury, ID 23824"
PO-1183,2021-07-24,Kelsey Trevino,電池,GP,CR2025,99.75,2211,2021-12-26,"640 April Locks
Acostamouth, MA 25349"
PO-1184,2021-04-05,Antonio Gutierrez,非光學傳感器,TDK InvenSense,ICM20602,14.700000000000001,1897,2021-05-30,"35988 Charles Mountain Suite 156
Sherryhaven, WA 08325"
PO-1185,2022-04-29,Sarah Villanueva,離散式元件,UnitedSiC,UJ3N,268.8,2215,2022-05-01,"Unit 7247 Box 8240
DPO AA 48300"
PO-1186,2021-07-19,Brett Bowman,微型組件,STMicroelectronics,STM32F439II,159.6,2756,2022-05-05,"430 Fuller Road
East Allisonton, OR 34608"
PO-1187,2021-05-26,Amanda Acosta,非光學傳感器,TDK InvenSense,IAM-20680HP,253.05,2598,2021-12-21,"369 Smith Forges Apt. 713
South Barbara, VT 38538"
PO-1188,2021-07-18,Nicholas Parsons,積體電路-IC,Skyworks,Si539x,262.5,2754,2022-06-07,"777 Larry Shore
Port Danielle, NC 66273"
PO-1189,2021-09-18,Matthew Gardner,離散式元件,KEC,MBRD10U200CT,124.95,2557,2022-05-21,"Unit 4988 Box 1338
DPO AA 46025"
PO-1190,2021-07-29,Peggy Diaz,嵌入式模組,ROHM,BSMXXXX series,264.6,2853,2021-12-10,"996 Anderson Points
Anthonyhaven, NY 51365"
PO-1191,2022-02-22,Laurie Oconnell,連接器,Credo,Bald Eagle Retimer,163.8,1051,2022-03-02,"0534 Jones Views
East Kennethport, NJ 51452"
PO-1192,2021-05-19,Ryan Jones,非光學傳感器,STMicroelectronics,LIS2MDL,240.45000000000002,1670,2021-10-06,"119 Banks Village
Kathleenburgh, WA 65138"
PO-1193,2021-09-06,Robert Curry,機電產品,Knowles,SPH1644LM4H-1,158.55,1082,2022-06-19,"881 Bobby Shoals Suite 678
Port Shelleymouth, NC 38209"
PO-1194,2022-05-29,Robert Bennett,微型組件,Credo,"Seagull 50, Seagull 200",58.800000000000004,2086,2022-06-02,"84062 Lee Shore Suite 525
North Darrenmouth, VA 84228"
PO-1195,2021-10-28,Marie Gray,測試及測量,Rohde & Schwarz,RTM3000,156.45000000000002,2246,2022-03-06,"88993 Fernando Pike Suite 066
Morsemouth, NH 74558"
PO-1196,2021-12-04,Nicole Daniel,離散式元件,Power Integrations,integrated high-voltage ICs,145.95000000000002,2334,2022-04-28,"126 James Route Suite 899
West Sheilaton, PA 90850"
PO-1197,2021-04-10,Jay Jones,非光學傳感器,STMicroelectronics,LSM303AH,151.20000000000002,2959,2022-06-03,"424 Michael Ways
Davidton, GA 73678"
PO-1198,2021-08-17,Martha Wong,積體電路-IC,MegaChips,MCDP2900,54.6,2789,2022-03-28,"576 Jackson Parks
Lake Lisastad, WY 38399"
PO-1199,2022-01-03,Catherine Haley,嵌入式模組,Thales,PLS8,64.05,2665,2022-04-05,"50305 David Ford Suite 328
Brendamouth, MS 70443"
PO-1200,2021-05-05,Tracy Rose,嵌入式模組,Silicon Labs,Giant Gecko GG11 Series 1,237.3,1208,2021-08-12,"2174 Wall Flat Apt. 606
Wrightchester, MT 46862"
PO-1201,2021-04-05,Susan Wilson,微型組件,Marvell,"SATA, SAS, and PCIe expertise enable complete solutions for Enterprise, Datacenter, and Client SSD markets.",265.65000000000003,1316,2021-12-22,"PSC 4906, Box 7925
APO AA 31836"
PO-1202,2021-05-07,Amy Holland,積體電路-IC,STMicroelectronics,MP23ABS1,78.75,1526,2021-06-23,"2579 Misty Summit
South Nicholeland, MA 56853"
PO-1203,2021-06-29,Jessica Gonzalez,非光學傳感器,STMicroelectronics,LIS2MDL,240.45000000000002,1200,2021-11-20,"664 Susan Curve
Ronaldton, MN 57020"
PO-1204,2022-01-15,Carrie Santiago,非光學傳感器,ams OSRAM,TMF8801,86.10000000000001,2062,2022-04-20,"802 Michael Drive
Port Darius, VA 82895"
PO-1205,2021-08-18,Amanda Silva,非光學傳感器,Tangio,TPE-500/800/900,26.25,1614,2022-01-22,"602 Figueroa Walk Apt. 009
Robertberg, NV 38421"
PO-1206,2021-12-19,Philip Thomas,測試及測量,Rohde & Schwarz,FPC1000,126.0,1742,2022-04-29,"9392 Mullen Spur
Sarahbury, VA 67769"
PO-1207,2021-04-11,Joseph Taylor,嵌入式模組,QuickLogic,EOS S3 EVB,254.10000000000002,2440,2021-08-11,"1861 Robin Circle Apt. 054
Kellyport, KS 85993"
PO-1208,2021-12-13,Dalton Burns,積體電路-IC,MegaChips,MCDP28x0,82.95,2314,2022-05-18,"210 Ryan Meadows Apt. 874
Port Jonathanburgh, MD 85872"
PO-1209,2021-11-07,Adam Montoya,微型組件,STMicroelectronics,STM32F439II,159.6,2878,2022-05-13,"590 Jessica Ranch Apt. 951
Lake Michaelborough, OR 89554"
PO-1210,2021-11-24,Heather Jackson,微型組件,Marvell,"SATA, SAS, and PCIe expertise enable complete solutions for Enterprise, Datacenter, and Client SSD markets.",265.65000000000003,2959,2021-11-28,"09111 Deborah Spring
South Teresaborough, MS 65154"
PO-1211,2021-06-13,William Hogan,離散式元件,Littelfuse,DSTF40100C,222.60000000000002,2763,2021-07-07,"83422 Palmer Gateway
New Faithton, WV 03595"
PO-1212,2021-12-18,Clinton Hicks,類比-IC,Lattice,Snap™,259.35,1540,2022-03-03,"837 Michelle Orchard
Jonesside, MN 89577"
PO-1213,2022-05-28,Megan Shelton,類比-IC,Monolithic Power Systems,MP2965,259.35,2927,2022-06-22,"5129 Jill Groves
Stevensside, NM 79665"
PO-1214,2021-07-24,Susan Travis,微型組件,Marvell,CNF95XX,142.8,2151,2022-01-25,"3465 Haynes Parks
West Richard, WY 69688"
PO-1215,2022-04-16,Melissa Collins,離散式元件,Orientalsemi,OSG65R099JF,286.65000000000003,1685,2022-06-13,"2202 Jeremy Pass
Lake Jamie, SC 97760"
PO-1216,2022-05-11,Angela Roth,類比-IC,STMicroelectronics,ESDCAN03-2BWY,92.4,1462,2022-05-16,"229 Craig Mills
South Samuelview, NH 30560"
PO-1217,2021-06-10,Courtney Bennett,非光學傳感器,Silicon Labs,CPT112S,304.5,2008,2021-09-20,"5553 Washington Meadows
Jessicaberg, TX 54067"
PO-1218,2021-12-20,Cory Rosales,離散式元件,Littelfuse,LSIC1MO120E0080,201.60000000000002,1534,2022-04-06,"54812 Kathy Rest Suite 589
Acevedoberg, VA 25664"
PO-1219,2022-01-04,Lisa Sanders,測試及測量,Silanna,SZ1110,87.15,1807,2022-03-05,"915 Munoz Forest Suite 857
Davisland, HI 10626"
PO-1220,2021-09-11,Peter Potter,非光學傳感器,Superior Sensor Technology,FM Series,64.05,1845,2022-03-21,"5859 Holly Lock
Melindafurt, IL 93898"
PO-1221,2021-10-28,Laura Wilson,類比-IC,Monolithic Power Systems,MP6530,296.1,2889,2021-11-25,"1720 Mueller Glen
Connerside, OR 05673"
PO-1222,2021-04-20,Tammy Montoya,非光學傳感器,STMicroelectronics,LIS25BA,51.45,2707,2021-06-30,"3228 Harper Street
Wandaburgh, NV 41628"
PO-1223,2022-06-01,Laurie Collins,嵌入式模組,Thales,ELS31,180.6,1473,2022-06-14,"3382 Eric Pine
Blackburntown, ME 70868"
PO-1224,2022-05-03,Steven Walker,類比-IC,ROHM,BUxxSA5WGWZ,97.65,2482,2022-06-10,"92029 Rosario Plaza
Marcville, CA 69571"
PO-1225,2021-12-18,Michelle Kennedy DVM,積體電路-IC,MegaChips,MCDP2900,54.6,1122,2022-04-01,"93750 Bell Meadows Suite 073
Port Kathryn, MO 16641"
PO-1226,2022-01-05,Katherine Thomas,嵌入式模組,ELATEC,TWN4 Family (HF and LF),54.6,1354,2022-03-08,"88122 Bender Garden
Scottmouth, NJ 37963"
PO-1227,2021-09-15,Jonathan Kelly,非光學傳感器,Sony Semiconductor,CXD5603GF,192.15,2854,2021-11-21,"262 Jeffrey Village Apt. 808
Port Marissafurt, KY 33773"
PO-1228,2021-05-08,Lori Jones,嵌入式模組,Silicon Labs,Series 2 Proprietary Wireless 2.4 GHz SoC,300.3,2825,2021-05-31,"03694 Alvin Cliffs Apt. 232
Lake Tonyaton, MO 75693"
PO-1229,2021-09-15,Hannah Strickland,記憶體,Western Digital (SanDisk),iNAND 7232,162.75,1951,2021-10-08,"511 Lyons Spur Suite 885
Craigburgh, CT 78639"
PO-1230,2022-01-29,Steven Morgan,嵌入式模組,ELATEC,Nano RFID modules (LF or HF),68.25,2136,2022-06-02,"50634 Michael Mission
Mcdonaldstad, VA 98401"
PO-1231,2021-12-14,Jessica Hobbs,嵌入式模組,Taoglas,EDGE,107.10000000000001,1896,2022-03-20,"94952 Francisco Lane
Millershire, MT 76447"
PO-1232,2021-07-07,Sabrina Hendrix,類比-IC,STMicroelectronics,ESDCAN03-2BWY,92.4,1469,2021-09-06,"1016 Bryan Ways Suite 059
East Heatherstad, VT 48457"
PO-1233,2021-10-23,Virginia Lopez,微型組件,STMicroelectronics,STA1095,14.700000000000001,1636,2021-12-25,"22596 Emily Forest Apt. 488
Carmenport, ID 28660"
