order_id,order_date,order_customer,item_category,item_vendor,order_item,order_price,order_qty,delivery_date,delivery_address,stock
PO-0279,2021-12-26,David Gonzales,機電產品,Knowles,IA611,211.05,1260,2021-12-30,"94912 Kyle Keys Suite 553
Veronicaburgh, ND 01325",-2067
PO-1498,2021-05-11,Crystal Morgan,機電產品,Knowles,IA611,211.05,2254,2021-12-30,"1214 Dana Points Apt. 455
Lake Arthurshire, WY 17516",-4321
PO-0853,2022-04-05,Mr. Jay Sanchez,機電產品,Knowles,IA611,211.05,1564,2022-05-21,"79058 Jones Key
Howellberg, VA 76860",-5885
PO-1749,2022-05-14,Gary Johnson,機電產品,Knowles,IA611,211.05,2855,2022-06-27,"991 Joshua Garden Suite 479
Edwardsland, GA 06570",-8740
PO-1187,2021-05-26,Amanda Acosta,非光學傳感器,TDK InvenSense,IAM-20680HP,253.05,2598,2021-12-21,"369 Smith Forges Apt. 713
South Barbara, VT 38538",-797
PO-0416,2021-09-29,Angela Mercer,非光學傳感器,TDK InvenSense,IAM-20680HP,253.05,2059,2021-12-24,"2910 Debra Crescent
New Ashleyfort, MA 34014",-2856
PO-1315,2021-10-20,Jordan Weber,非光學傳感器,TDK InvenSense,IAM-20680HP,253.05,1029,2022-01-27,"4106 Ritter Passage
New Jeremiahstad, NY 79836",-3885
PO-1680,2021-12-14,Vincent Davis,非光學傳感器,TDK InvenSense,IAM-20680HP,253.05,2119,2022-03-25,"090 Garner Drive
Port Dylanfurt, FL 37992",-6004
PO-0349,2021-09-26,Timothy Andersen,非光學傳感器,TDK InvenSense,IAM-20680HP,253.05,1132,2022-03-26,"1612 David Mills Suite 522
Phillipsland, CO 76528",-7136
PO-1130,2022-01-12,Gabriel Fletcher,非光學傳感器,TDK InvenSense,IAM-20680HP,253.05,1278,2022-05-29,"620 Julie Trafficway Apt. 278
Port Kennethside, PA 68049",-8414
PO-1061,2021-10-16,James Malone,非光學傳感器,TDK InvenSense,IAM-20680HP,253.05,2417,2022-06-11,"474 Robert Coves
Erikaburgh, NC 88185",-10831
PO-1177,2021-10-03,Jacqueline Garcia,機電產品,TDK InvenSense,ICS-40212,79.8,1821,2022-05-30,"0517 Daniel Dale Suite 425
Lunaside, WI 46757",-693
PO-1179,2021-10-19,Curtis Webb,機電產品,TDK InvenSense,ICS-40212,79.8,2276,2022-06-12,"89148 Jones Stream Suite 170
Victoriatown, PA 36163",-2969
PO-0768,2021-08-22,Robert Davis,光電產品,Sony Semiconductor,"IMX307LQD/LQR,  IMX335LLN/LQN, IMX412-AACK, IMX323LQN",123.9,2459,2021-11-12,"853 Barron Mountains Suite 724
New Ryan, KY 47064",-1385
PO-0299,2021-04-19,Nicole Washington,光電產品,Sony Semiconductor,"IMX307LQD/LQR,  IMX335LLN/LQN, IMX412-AACK, IMX323LQN",123.9,1092,2022-01-25,"67989 Ashley Pines
Ellisontown, ND 47644",-2477
PO-1348,2021-12-04,Lawrence Rocha,光電產品,Sony Semiconductor,"IMX307LQD/LQR,  IMX335LLN/LQN, IMX412-AACK, IMX323LQN",123.9,2277,2022-01-29,"494 Mark Passage Apt. 387
Cesarstad, SD 57943",-4754
PO-0583,2021-05-18,Gregory Evans,光電產品,Sony Semiconductor,"IMX307LQD/LQR,  IMX335LLN/LQN, IMX412-AACK, IMX323LQN",123.9,2028,2022-02-23,"13383 Ricky Roads Apt. 045
Elizabethberg, VA 56943",-6782
PO-0998,2021-09-10,Kathleen Colon,光電產品,Sony Semiconductor,"IMX307LQD/LQR,  IMX335LLN/LQN, IMX412-AACK, IMX323LQN",123.9,1537,2022-03-04,"970 Ariana Alley
Lake Kimside, OR 89546",-8319
PO-1977,2021-10-19,Anne Sawyer,光電產品,Sony Semiconductor,"IMX307LQD/LQR,  IMX335LLN/LQN, IMX412-AACK, IMX323LQN",123.9,1622,2022-03-13,"12289 Jonathan Extensions
Strongville, MD 42176",-9941
PO-0332,2022-04-18,Logan Wu,光電產品,Sony Semiconductor,"IMX307LQD/LQR,  IMX335LLN/LQN, IMX412-AACK, IMX323LQN",123.9,1727,2022-05-28,"473 Hardin Knoll
New Marilyn, TX 52783",-11668
PO-1322,2022-02-15,Chad Tate,光電產品,Sony Semiconductor,"IMX307LQD/LQR,  IMX335LLN/LQN, IMX412-AACK, IMX323LQN",123.9,1740,2022-06-17,"637 Mcgrath Lights Suite 625
Paulmouth, OR 95108",-13408
PO-1710,2022-05-25,Patricia Cowan,光電產品,Sony Semiconductor,"IMX307LQD/LQR,  IMX335LLN/LQN, IMX412-AACK, IMX323LQN",123.9,1594,2022-06-20,"17027 Jessica Mills Apt. 048
East Jameschester, AR 99422",-15002
PO-1364,2021-10-06,Shane Santos,光電產品,Sony Semiconductor,"IMX307LQD/LQR,  IMX335LLN/LQN, IMX412-AACK, IMX323LQN",123.9,2311,2022-06-22,"2878 Rodriguez Light Apt. 026
Jeremystad, CA 82841",-17313
PO-1539,2021-05-08,Charles Gordon,光電產品,Sony Semiconductor,IMX490,71.4,1679,2021-06-27,"472 Chapman Trafficway Suite 302
East Scott, MO 14954",-68
PO-0865,2021-05-09,Michael Shannon,光電產品,Sony Semiconductor,IMX490,71.4,2564,2021-10-21,"25450 Carlson Island
Laceyhaven, KS 28996",-2632
PO-1492,2021-10-23,Alejandro Saunders,光電產品,Sony Semiconductor,IMX490,71.4,2749,2021-11-26,"7804 Stacy Manors
West Autumn, KY 47922",-5381
PO-0845,2022-01-03,Michael Key,光電產品,Sony Semiconductor,IMX490,71.4,1207,2022-01-29,"50572 Mcbride Point Apt. 903
Lake Sarahshire, MS 67803",-6588
PO-1169,2021-08-14,Eric Evans,光電產品,Sony Semiconductor,IMX490,71.4,2913,2022-03-25,"9168 Ponce Spurs
South Jesse, NJ 59382",-9501
PO-1454,2022-04-10,Matthew Hansen,光電產品,Sony Semiconductor,IMX490,71.4,2234,2022-05-23,"7878 Boyd Heights
East Aaronborough, MD 57680",-11735
PO-1108,2022-03-25,Patrick Mccall,類比-IC,Power Integrations,INN3977CQ/INN3996CQ/INN3947CQ/INN3949CQ,189.0,1683,2022-04-18,"63144 Price Ranch Suite 911
Raymondtown, WA 61932",-526
PO-0887,2021-10-31,Brandy Huff,類比-IC,Power Integrations,INN3977CQ/INN3996CQ/INN3947CQ/INN3949CQ,189.0,1546,2022-06-27,"1438 Keith Fords Suite 065
North Jessica, GA 45105",-2072
PO-0754,2022-04-20,Nicholas Martin,類比-IC,Power Integrations,INN3977CQ/INN3996CQ/INN3947CQ/INN3949CQ,189.0,2990,2022-06-29,"82779 Edward Expressway
North Lisa, FL 26266",-5062
PO-1346,2021-12-17,Teresa Conway,離散式元件,KEC,KMA2D4P20SA,227.85,2507,2021-12-19,"4585 Hamilton Vista Suite 695
Sandrabury, CO 53956",-1695
PO-1837,2021-04-13,Victor Walker,離散式元件,KEC,KMA2D4P20SA,227.85,1247,2022-01-17,"USCGC Chapman
FPO AE 96592",-2942
PO-1925,2022-03-12,Benjamin Lam,離散式元件,KEC,KMA2D4P20SA,227.85,1982,2022-04-08,"093 Jennifer Estates Suite 678
West Natalie, GA 91761",-4924
PO-1258,2022-01-09,Jessica Sullivan,離散式元件,KEC,KMA2D4P20SA,227.85,2200,2022-04-22,"3994 Ryan Tunnel
Port Kellyside, NV 69774",-7124
PO-0419,2022-05-15,Teresa Garcia,離散式元件,KEC,KMA2D4P20SA,227.85,2587,2022-06-21,"014 Chapman Light
Evansburgh, CA 45126",-9711
PO-0063,2022-05-18,Joshua Farrell,離散式元件,KEC,KMA2D4P20SA,227.85,1731,2022-06-24,"PSC 2480, Box 3386
APO AE 03222",-11442
PO-1573,2022-04-14,William Zamora,積體電路-IC,Lattice,LCMXO2-4000HC-4BG256I,12.6,2811,2022-04-14,"33211 Nicholas Avenue Apt. 778
Port Alexis, UT 60602",-2122
PO-0431,2021-12-29,Mr. Philip Skinner MD,積體電路-IC,Lattice,LCMXO2-4000HC-4BG256I,12.6,1337,2022-04-16,"200 Williams Camp Suite 593
North Ericashire, ND 02083",-3459
PO-0577,2021-08-18,Melissa Martinez,積體電路-IC,Lattice,LCMXO2-4000HC-4BG256I,12.6,1819,2022-04-24,"0585 Natalie Causeway
East Jacobfurt, FL 55361",-5278
PO-1758,2021-07-08,Rickey Hicks,積體電路-IC,Lattice,LCMXO2-4000HC-4BG256I,12.6,1493,2022-04-29,"6506 Beverly Stream Suite 221
New James, AR 00546",-6771
PO-1383,2022-04-28,Jamie Smith,積體電路-IC,Lattice,LCMXO2-4000HC-4BG256I,12.6,2442,2022-05-29,"211 Michelle Lodge Apt. 303
East Charlesside, MD 52887",-9213
PO-1419,2022-04-13,Steven Long,類比-IC,STMicroelectronics,LD39130S,288.75,2638,2022-06-29,"863 Brown Village
South Monicachester, NV 41559",-491
PO-0903,2021-07-19,Frank Wallace,嵌入式模組,Summit Wireless,LG Innotek (LGIT) WiSA Wireless Audio Tx Dongle,19.95,2133,2022-01-05,"USCGC Perez
FPO AE 46201",-974
PO-0034,2022-01-01,Travis Stanton,嵌入式模組,Summit Wireless,LG Innotek (LGIT) WiSA Wireless Audio Tx Dongle,19.95,2086,2022-01-12,"912 Acosta Courts
North Natashashire, ND 52521",-3060
PO-0285,2022-01-30,Matthew Davis,嵌入式模組,Summit Wireless,LG Innotek (LGIT) WiSA Wireless Audio Tx Dongle,19.95,2846,2022-02-24,"50969 Cortez Neck Apt. 524
Turnerland, UT 37621",-5906
PO-1076,2022-02-09,Steven Nixon,嵌入式模組,Summit Wireless,LG Innotek (LGIT) WiSA Wireless Audio Tx Dongle,19.95,1647,2022-02-25,"72051 Lucas Cove
Brianfort, SC 29121",-7553
PO-1103,2021-04-04,Sherry Levine,嵌入式模組,Summit Wireless,LG Innotek (LGIT) WiSA Wireless Audio Tx Dongle,19.95,2905,2022-02-27,"Unit 7964 Box 4771
DPO AE 37900",-10458
PO-0298,2021-06-09,Mr. Ruben Cook MD,嵌入式模組,Summit Wireless,LG Innotek (LGIT) WiSA Wireless Audio Tx Dongle,19.95,1717,2022-03-12,"567 Dorothy Roads
Michaelfurt, IL 47886",-12175
PO-0964,2022-02-23,Brandon Hobbs,嵌入式模組,Summit Wireless,LG Innotek (LGIT) WiSA Wireless Audio Tx Dongle,19.95,1355,2022-03-12,"8693 Deanna Stravenue
Garciastad, WY 80448",-13530
PO-1131,2021-11-08,Bianca Wong,嵌入式模組,Summit Wireless,LG Innotek (LGIT) WiSA Wireless Audio Tx Dongle,19.95,1863,2022-05-08,"8368 Jeffrey Neck
East David, MA 25789",-15393
PO-1703,2022-05-01,Justin Johnson,嵌入式模組,Summit Wireless,LG Innotek (LGIT) WiSA Wireless Audio Tx Dongle,19.95,2255,2022-05-17,"478 Brown Locks Apt. 500
Youngfurt, NC 97609",-17648
PO-1814,2021-12-08,Samuel Cox,嵌入式模組,Summit Wireless,LG Innotek (LGIT) WiSA Wireless Audio Tx Dongle,19.95,2384,2022-05-23,"431 Price Walk
North Shawnberg, WA 34289",-20032
PO-1465,2022-04-22,Tina Barber,嵌入式模組,Summit Wireless,LG Innotek (LGIT) WiSA Wireless Audio Tx Dongle,19.95,1555,2022-06-04,"855 Cook Vista Suite 869
Lake Brittanystad, MD 54987",-21587
PO-0585,2022-04-27,James Stone,嵌入式模組,Summit Wireless,LG Innotek (LGIT) WiSA Wireless Audio Tx Dongle,19.95,1186,2022-06-15,"4735 Patrick Center Suite 120
Jessicamouth, NY 40038",-22773
PO-0847,2021-07-17,Heather Marshall,非光學傳感器,STMicroelectronics,LIS25BA,51.45,2828,2021-08-30,"9321 Walker Lake
Rodriguezton, SD 56284",-2804
PO-0235,2021-09-23,Kerry Watkins,非光學傳感器,STMicroelectronics,LIS25BA,51.45,1429,2021-12-08,"352 Young Mill Suite 394
Port Christopherhaven, MN 09054",-4233
PO-0633,2021-10-04,Elizabeth Lee,非光學傳感器,STMicroelectronics,LIS25BA,51.45,1398,2022-02-08,"662 Kimberly Pine
South Cody, NM 08673",-5631
PO-0351,2021-12-03,Patricia Love,非光學傳感器,STMicroelectronics,LIS25BA,51.45,1854,2022-02-20,"76485 Jessica Glens Apt. 930
North Matthew, AZ 34032",-7485
PO-1786,2022-02-07,Jordan Thomas,非光學傳感器,STMicroelectronics,LIS25BA,51.45,1552,2022-02-26,"3862 Medina Crossroad
Johnstonhaven, MO 95784",-9037
PO-1635,2022-03-14,Gabrielle Anderson,非光學傳感器,STMicroelectronics,LIS25BA,51.45,1679,2022-03-15,"47460 Jennifer Court Apt. 663
Stokesview, OK 37874",-10716
PO-1344,2021-04-13,John Goodman,非光學傳感器,STMicroelectronics,LIS25BA,51.45,2269,2022-06-19,"245 Zachary Meadows Suite 947
Mccallview, LA 21274",-12985
PO-0649,2022-05-14,Nicholas Powell Jr.,非光學傳感器,STMicroelectronics,LIS25BA,51.45,2950,2022-06-21,"7804 Carr Port Suite 402
Jonesmouth, DE 16190",-15935
PO-1938,2022-02-10,William Banks,非光學傳感器,STMicroelectronics,LIS2DH12,305.55,2240,2022-04-19,"242 Corey Landing Suite 999
North Alexandriaport, AR 65198",-1065
PO-1490,2022-03-09,Chelsea Aguilar,非光學傳感器,STMicroelectronics,LIS2DH12,305.55,2181,2022-05-29,"08363 Mark Knolls Apt. 893
East Laurenhaven, NV 43622",-3246
PO-0107,2022-02-26,Monica Sosa,非光學傳感器,STMicroelectronics,LIS2DH12,305.55,2299,2022-06-21,"56561 Holden Extension
Timothyside, NY 09713",-5545
PO-0542,2021-04-05,Jacob Shaw,非光學傳感器,STMicroelectronics,LIS2DH12,305.55,1596,2022-06-28,"2924 Heather Garden
Lake Patrickbury, TX 86183",-7141
PO-0809,2022-05-27,Denise Smith,非光學傳感器,STMicroelectronics,LIS2MDL,240.45,2034,2022-06-15,"5415 Riddle River Apt. 675
Port Ann, MN 71227",-831
PO-1531,2022-03-23,Pamela Boyd,離散式元件,Littelfuse,LSIC1MO170E1000 Series,119.7,2865,2022-03-24,"78549 Ashley Turnpike Apt. 197
North Austinville, DC 13526",-181
PO-0783,2021-06-13,Jennifer Turner,離散式元件,Littelfuse,LSIC1MO170E1000 Series,119.7,1276,2022-05-22,"4798 Vincent Field
Rayberg, VA 77894",-1457
PO-0802,2021-07-30,Charles Rogers,離散式元件,Littelfuse,LSIC1MO170E1000 Series,119.7,2077,2022-05-24,"81959 Stephanie Summit
South Dale, CO 67072",-3534
PO-1578,2022-02-14,Sandra Williams,離散式元件,Littelfuse,LSIC1MO170E1000 Series,119.7,1701,2022-05-26,"6075 Brenda Dam Apt. 237
Ryanbury, LA 41717",-5235
PO-0749,2021-08-07,Jeffrey Curry,離散式元件,Littelfuse,LSIC1MO170E1000 Series,119.7,1961,2022-06-06,"679 Steven Trail
Wrightmouth, AL 43568",-7196
PO-1905,2021-11-14,Andrew Cruz,非光學傳感器,STMicroelectronics,LSM303AH,151.20000000000002,2922,2021-11-17,"7271 Leslie Dale
Christon, KY 19090",-1086
PO-0911,2021-04-27,Richard Porter,非光學傳感器,STMicroelectronics,LSM303AH,151.20000000000002,1409,2022-02-21,"044 Jordan Ramp
New Bonnie, MT 70318",-2495
PO-1147,2021-04-11,Michelle Booker,非光學傳感器,STMicroelectronics,LSM303AH,151.20000000000002,1558,2022-03-26,"Unit 4575 Box 9186
DPO AA 13425",-4053
PO-1813,2021-08-17,Mr. Benjamin Gregory DDS,非光學傳感器,STMicroelectronics,LSM303AH,151.20000000000002,2336,2022-03-31,"USNS Cortez
FPO AE 54270",-6389
PO-1158,2021-12-01,Mrs. Laura Williamson MD,非光學傳感器,STMicroelectronics,LSM303AH,151.20000000000002,1121,2022-06-01,"273 Miller Spring
South Susan, KY 74869",-7510
PO-1197,2021-04-10,Jay Jones,非光學傳感器,STMicroelectronics,LSM303AH,151.20000000000002,2959,2022-06-03,"424 Michael Ways
Davidton, GA 73678",-10469
PO-1048,2021-11-09,Crystal Sanchez,記憶體,STMicroelectronics,M95010-R,162.75,2387,2022-05-02,"50855 Dawn Plaza
South Scottmouth, ME 45502",-1348
PO-1036,2022-01-08,Sherry Tapia,記憶體,STMicroelectronics,M95010-R,162.75,1672,2022-05-07,"4847 Tammy Hill Apt. 015
Lake Josephville, ME 83228",-3020
PO-0365,2022-05-08,Brian Reed,記憶體,STMicroelectronics,M95010-R,162.75,1253,2022-05-16,"815 Barrett Mount Apt. 859
East Valerie, NH 69352",-4273
PO-1279,2021-07-30,Christina Moore,記憶體,STMicroelectronics,M95010-R,162.75,2447,2022-05-31,"09133 Jefferson Key
Johnsberg, NV 44898",-6720
PO-0535,2021-05-31,Joseph Griffith,積體電路-IC,MegaChips,MCDP2900,54.6,2870,2021-06-08,"153 Smith Extensions Suite 210
Ericburgh, LA 08610",-2669
PO-1198,2021-08-17,Martha Wong,積體電路-IC,MegaChips,MCDP2900,54.6,2789,2022-03-28,"576 Jackson Parks
Lake Lisastad, WY 38399",-5458
PO-0547,2022-03-05,Jacob Blake,積體電路-IC,MegaChips,MCDP2900,54.6,1118,2022-03-31,"51275 Philip Lane Suite 431
Nelsonfort, DE 67441",-6576
PO-1225,2021-12-18,Michelle Kennedy DVM,積體電路-IC,MegaChips,MCDP2900,54.6,1122,2022-04-01,"93750 Bell Meadows Suite 073
Port Kathryn, MO 16641",-7698
PO-1998,2022-01-06,Tina Dixon,積體電路-IC,MegaChips,MCDP2900,54.6,2760,2022-05-05,"8084 Mike Cliff
Reidberg, MA 61103",-10458
PO-0574,2021-12-19,Michael Hill,積體電路-IC,MegaChips,MCDP2900,54.6,1943,2022-05-09,"8535 Becker Lakes Apt. 769
East Jonathonburgh, NC 96711",-12401
PO-0525,2022-01-20,Connor Simmons,非光學傳感器,Melexis,MLX90632,40.95,2471,2022-04-17,"494 Michael Crescent
Jacksonbury, KS 95446",-1346
PO-1485,2022-04-15,Paul Berry,非光學傳感器,Melexis,MLX90632,40.95,2353,2022-04-24,"7508 Aguirre Cove
Lake Erik, AR 05201",-3699
PO-0960,2021-12-22,Frank Long,非光學傳感器,Melexis,MLX90632,40.95,1867,2022-06-07,"259 Stanley Crescent
Kylieport, IA 79873",-5566
PO-0715,2021-11-29,Laura Brown,類比-IC,Monolithic Power Systems,MP26085,66.15,2200,2022-06-08,"908 Christopher Ranch
East William, VA 48843",-1712
PO-0888,2021-12-30,Jason Ward,類比-IC,Monolithic Power Systems,MP26085,66.15,2469,2022-06-09,"62023 Jessica Shores Apt. 928
Port Kelly, PA 51692",-4181
PO-0726,2021-08-19,Brandon Hernandez,類比-IC,Monolithic Power Systems,MP26124,156.45000000000002,2953,2021-11-27,"586 Clay Lake Suite 782
Rebeccashire, MA 13896",-2793
PO-1638,2021-09-12,Casey Underwood,類比-IC,Monolithic Power Systems,MP26124,156.45000000000002,2296,2022-02-18,"3701 Donovan Ville
New Travisfort, IN 59613",-5089
PO-0379,2022-01-23,Jeffrey Jimenez,類比-IC,Monolithic Power Systems,MP26124,156.45000000000002,2152,2022-03-20,"35444 Nicholas Fields Suite 126
Tanyaville, WA 35595",-7241
PO-1325,2021-05-28,Timothy Johnson,類比-IC,Monolithic Power Systems,MP26124,156.45000000000002,1050,2022-03-27,"1413 Allen Corners
Shawland, UT 70157",-8291
PO-0188,2022-03-13,Jesus Williams,類比-IC,Monolithic Power Systems,MP26124,156.45000000000002,1100,2022-04-27,"99084 Dylan Shoal
East Melissaburgh, UT 30936",-9391
PO-0572,2022-02-12,Erin Wong,類比-IC,Monolithic Power Systems,MP26124,156.45000000000002,2369,2022-05-08,"7608 Stevens Unions
Lake Madisonmouth, SC 00986",-11760
PO-1450,2022-05-02,Joshua Graham,類比-IC,Monolithic Power Systems,MP26124,156.45000000000002,1023,2022-05-24,"023 Lynch Springs Apt. 823
North Lauraville, NE 11237",-12783
PO-0073,2022-03-02,Christopher Bowman,類比-IC,Monolithic Power Systems,MP26124,156.45000000000002,2559,2022-06-10,"USCGC Spears
FPO AE 25913",-15342
PO-0782,2021-09-07,Jeffrey Gibson,類比-IC,Monolithic Power Systems,MP2965,259.35,2583,2022-06-09,"53377 Robert Shoals
New Mariachester, MS 55260",-360
PO-1235,2022-05-10,Ryan Smith,類比-IC,Monolithic Power Systems,MP2965,259.35,2801,2022-06-12,"Unit 0589 Box 9109
DPO AP 65378",-3161
PO-1213,2022-05-28,Megan Shelton,類比-IC,Monolithic Power Systems,MP2965,259.35,2927,2022-06-22,"5129 Jill Groves
Stevensside, NM 79665",-6088
PO-0469,2021-12-13,Diana Payne,類比-IC,Monolithic Power Systems,MP6925A,85.05,1987,2022-05-18,"PSC 9946, Box 9184
APO AE 13940",-1538
PO-0896,2022-06-01,Jasmine Smith,類比-IC,Monolithic Power Systems,MP6925A,85.05,2999,2022-06-15,"345 Franklin Street
Juanmouth, MO 74807",-4537
PO-1667,2021-11-27,Michael Peters,類比-IC,Monolithic Power Systems,MP8110,252.0,1828,2022-03-25,"7644 Glover Village
Burnsmouth, ND 45759",-498
PO-1929,2021-10-17,Jessica Little,類比-IC,Monolithic Power Systems,MP8110,252.0,1185,2022-04-24,"54834 Simon Locks Suite 289
Lake Charlesfurt, SD 14431",-1683
PO-0510,2022-03-23,Kenneth Walters,類比-IC,Monolithic Power Systems,MP8110,252.0,1234,2022-05-12,"2744 Johnson Stream Suite 381
Mauricefurt, MN 64752",-2917
PO-0993,2021-05-23,Tracy Nelson,類比-IC,Monolithic Power Systems,MP8110,252.0,1070,2022-05-17,"898 Crystal Mountain
Catherineville, HI 31980",-3987
PO-1666,2022-01-22,Pamela Weaver,類比-IC,Monolithic Power Systems,MP8110,252.0,1756,2022-05-18,"269 Shawn Flat
Dyerville, IA 09588",-5743
PO-1165,2022-05-31,Jerry Wall,類比-IC,Monolithic Power Systems,MP8110,252.0,2768,2022-06-14,"98933 Frank Oval
South Elizabethport, MS 12265",-8511
PO-0106,2021-08-07,Joshua Collins,類比-IC,Monolithic Power Systems,MP8110,252.0,1293,2022-06-21,"49644 Tammy Haven
East Veronicafort, LA 79637",-9804
PO-1079,2022-01-17,Cody Anderson,類比-IC,Monolithic Power Systems,MPQ4214,170.1,2244,2022-05-03,"PSC 2792, Box 3612
APO AA 29667",-983
PO-1582,2022-05-06,Mary Grant,類比-IC,Monolithic Power Systems,MPQ4214,170.1,2874,2022-05-09,"931 John Bridge Suite 290
Thompsonport, NY 05365",-3857
PO-0828,2021-07-07,Benjamin Allen,類比-IC,Monolithic Power Systems,MPQ4214,170.1,2342,2022-05-14,"PSC 7599, Box 7414
APO AA 57570",-6199
PO-0863,2022-05-02,Daniel Brady,類比-IC,Monolithic Power Systems,MPQ4214,170.1,1082,2022-06-01,"961 Cynthia Turnpike Suite 286
Lake Williammouth, NC 70560",-7281
PO-1032,2022-05-17,Kathleen Butler,類比-IC,Monolithic Power Systems,MPQ4214,170.1,2580,2022-06-12,"008 Emily Ranch Apt. 663
Port Robertville, NE 43283",-9861
PO-1448,2021-04-09,John Robinson,積體電路-IC,Lattice,MachXO,227.85,1826,2021-12-25,"PSC 8454, Box 8055
APO AA 59325",-535
PO-0952,2021-04-13,Stephanie Crosby,積體電路-IC,Lattice,MachXO,227.85,1752,2022-01-01,"5096 Lisa Islands Suite 203
Anthonyport, NE 47328",-2287
PO-0428,2021-06-17,Jill Knight,積體電路-IC,Lattice,MachXO,227.85,2570,2022-01-05,"781 Roach Park Suite 724
Tonyville, OH 91058",-4857
PO-0501,2021-12-14,Linda Myers,積體電路-IC,Lattice,MachXO,227.85,2446,2022-01-29,"775 Olson Island
New Michelle, CO 84750",-7303
PO-0340,2022-01-02,Jennifer Ryan,積體電路-IC,Lattice,MachXO,227.85,1133,2022-02-17,"4936 Romero Brooks Suite 180
Sherylmouth, UT 59319",-8436
PO-1906,2021-09-02,Cheryl Gordon,積體電路-IC,Lattice,MachXO,227.85,1258,2022-04-22,"0514 Julie Fields Suite 403
Alexanderbury, MA 72941",-9694
PO-0561,2022-03-06,Douglas Torres,積體電路-IC,Lattice,MachXO,227.85,1709,2022-05-09,"84147 David Flat Suite 799
Traceyburgh, CO 34178",-11403
PO-1553,2021-06-26,Molly Harris,積體電路-IC,Lattice,MachXO,227.85,1986,2022-05-23,"31337 Ware Loop
Williamfurt, NM 24069",-13389
PO-1941,2022-05-15,Shelia Lee,積體電路-IC,Lattice,MachXO,227.85,2130,2022-06-03,"1691 Linda Shore
North Heather, NY 50451",-15519
PO-0837,2021-05-27,Robin Miller,積體電路-IC,Lattice,MachXO2,214.2,2104,2022-06-21,"Unit 2471 Box 3581
DPO AP 40484",-1007
PO-1284,2022-03-19,Jonathan Reynolds,積體電路-IC,Lattice,MachXO2,214.2,2527,2022-06-21,"973 Katherine Crescent
Port George, WA 26114",-3534
PO-0842,2022-05-21,Antonio Perry,積體電路-IC,Lattice,MachXO2,214.2,2221,2022-06-25,"208 Frank Plaza
West Alexis, PA 86927",-5755
PO-1682,2021-11-29,Kelly Johnson,微型組件,Marvell,Marvell Avanta,269.85,2284,2022-03-24,"65932 Robinson Mission Suite 769
West Kathleen, NE 39350",-914
PO-0005,2022-05-14,Mrs. Kirsten Mcgrath DDS,微型組件,Marvell,Marvell Avanta,269.85,1017,2022-05-14,"613 Edwards Park
Gabriellaton, OR 82093",-1931
PO-0127,2021-11-01,Christopher Webb,微型組件,Marvell,Marvell Avanta,269.85,2917,2022-05-24,"6974 Joseph Mountains
Johnsonborough, MA 76448",-4848
PO-0184,2021-05-16,Theodore Lopez,微型組件,Marvell,Marvell Avanta,269.85,2219,2022-05-31,"50083 Shields Light
South Tiffanyborough, NY 46371",-7067
PO-1999,2021-10-17,Raymond Dennis,電池,GP,Mini-Lithium Series,236.25,2629,2022-02-20,"USS Woods
FPO AA 30041",-2188
PO-1955,2022-02-17,Cynthia Nguyen,電池,GP,Mini-Lithium Series,236.25,2737,2022-02-22,"05590 Joseph Haven
South Laurietown, NV 44822",-4925
PO-1013,2021-10-19,Justin Bailey,電池,GP,Mini-Lithium Series,236.25,1961,2022-03-19,"USNS Shepard
FPO AP 07638",-6886
PO-1785,2022-01-03,Mary Hernandez,電池,GP,Mini-Lithium Series,236.25,1408,2022-03-28,"194 Fuentes Villages Suite 137
Kristinfurt, NY 72812",-8294
PO-1100,2021-11-28,Derek Rogers,電池,GP,Mini-Lithium Series,236.25,2351,2022-03-31,"Unit 3376 Box 4776
DPO AP 29520",-10645
PO-1662,2021-08-20,Jay Allen,機電產品,xMEMS Labs,Montara Series,206.85,1427,2022-01-03,"654 Evans Summit Apt. 201
Torresfort, WY 26966",-152
PO-0671,2021-11-15,Nicholas Carpenter,機電產品,xMEMS Labs,Montara Series,206.85,2973,2022-03-04,"331 Cox Plains
Aaronchester, CO 51908",-3125
PO-1420,2022-03-08,Daniel Pierce,機電產品,xMEMS Labs,Montara Series,206.85,1737,2022-03-30,"9594 Powers Brook Apt. 015
Lake Michelle, ME 82953",-4862
PO-1732,2021-04-04,Tammy Robinson,機電產品,xMEMS Labs,Montara Series,206.85,1564,2022-04-13,"79255 James Ridges Apt. 947
Port Brandon, OR 43755",-6426
PO-1627,2021-06-24,Jeffrey Nixon MD,機電產品,xMEMS Labs,Montara Series,206.85,2505,2022-04-15,"6296 Phillip Prairie Suite 713
North Nicole, WI 14966",-8931
PO-1256,2022-02-24,Mary Barker,機電產品,xMEMS Labs,Montara Series,206.85,2716,2022-05-01,"3670 Tammy Gardens
Port Ronald, CT 28906",-11647
PO-1914,2022-02-13,Steven Mendez,機電產品,xMEMS Labs,Montara Series,206.85,2289,2022-06-06,"579 Jeremy Loop
Robinsonstad, MN 63204",-13936
PO-1537,2021-11-07,Mrs. Kelly Thompson,嵌入式模組,Innolux,N116BCA,278.25,1953,2022-05-31,"PSC 3979, Box 2956
APO AA 47922",-1207
